xs ys xt yt xl yl xa ya
0.000005 0.000004 -0.543010 0.871585 -0.540448 0.874522 116.691696 0.095755
0.000005 0.000004 -0.548292 0.868387 -0.545870 0.871424 117.028992 0.095754
0.000005 0.000004 -0.553553 0.865158 -0.551278 0.868289 117.366287 0.095753
0.000005 0.000004 -0.558795 0.861897 -0.556670 0.865115 117.703583 0.095753
0.000005 0.000004 -0.564016 0.858605 -0.562046 0.861904 118.040878 0.095752
0.000005 0.000004 -0.569216 0.855282 -0.567406 0.858655 118.378174 0.095751
0.000005 0.000004 -0.574396 0.851928 -0.572750 0.855368 118.715469 0.095750
0.000005 0.000004 -0.579555 0.848543 -0.578077 0.852042 119.052765 0.095750
0.000005 0.000004 -0.584693 0.845128 -0.583386 0.848678 119.390060 0.095749
0.000005 0.000004 -0.589810 0.841681 -0.588677 0.845276 119.727356 0.095748
0.000005 0.000004 -0.594905 0.838205 -0.593949 0.841835 120.064651 0.095748
0.000005 0.000004 -0.599979 0.834697 -0.599202 0.838356 120.401947 0.095747
0.000005 0.000004 -0.605031 0.831160 -0.604435 0.834838 120.739243 0.095746
0.000005 0.000004 -0.610061 0.827593 -0.609648 0.831282 121.076538 0.095745
0.000005 0.000004 -0.615068 0.823995 -0.614840 0.827688 121.413834 0.095745
0.000005 0.000004 -0.620054 0.820368 -0.620011 0.824054 121.751129 0.095744
0.000005 0.000004 -0.625017 0.816711 -0.625159 0.820383 122.088425 0.095743
0.000005 0.000004 -0.629957 0.813025 -0.630285 0.816674 122.425720 0.095743
0.000005 0.000004 -0.634875 0.809309 -0.635388 0.812926 122.763016 0.095742
0.000005 0.000005 -0.639770 0.805564 -0.640466 0.809140 123.100311 0.095741
0.000005 0.000005 -0.644641 0.801790 -0.645520 0.805317 123.437607 0.095740
0.000005 0.000005 -0.649490 0.797987 -0.650549 0.801455 123.774902 0.095740
0.000005 0.000005 -0.654315 0.794155 -0.655552 0.797557 124.112198 0.095739
0.000005 0.000005 -0.659116 0.790295 -0.660529 0.793621 124.449493 0.095738
0.000005 0.000005 -0.663893 0.786406 -0.665478 0.789649 124.786789 0.095738
0.000005 0.000005 -0.668647 0.782489 -0.670400 0.785640 125.124084 0.095737
0.000005 0.000005 -0.673377 0.778543 -0.675293 0.781595 125.461380 0.095736
0.000005 0.000005 -0.678082 0.774569 -0.680158 0.777514 125.798676 0.095735
0.000005 0.000005 -0.682763 0.770568 -0.684993 0.773398 126.135971 0.095735
0.000005 0.000005 -0.687419 0.766539 -0.689798 0.769247 126.473267 0.095734
0.000005 0.000005 -0.692050 0.762482 -0.694572 0.765061 126.810562 0.095733
0.000005 0.000005 -0.696657 0.758397 -0.699315 0.760842 127.147858 0.095733
0.000005 0.000005 -0.701239 0.754286 -0.704027 0.756589 127.485153 0.095732
0.000005 0.000005 -0.705795 0.750147 -0.708707 0.752304 127.822449 0.095731
0.000005 0.000005 -0.710326 0.745981 -0.713354 0.747986 128.159744 0.095730
0.000005 0.000005 -0.714832 0.741788 -0.717968 0.743636 128.497040 0.095730
0.000005 0.000005 -0.719312 0.737569 -0.722549 0.739255 128.834335 0.095729
0.000005 0.000005 -0.723766 0.733323 -0.727096 0.734844 129.171631 0.095728
0.000005 0.000005 -0.728194 0.729050 -0.731610 0.730402 129.508926 0.095728
0.000005 0.000005 -0.732596 0.724751 -0.736089 0.725932 129.846222 0.095727
0.000005 0.000005 -0.736972 0.720427 -0.740534 0.721432 130.183517 0.095726
0.000005 0.000005 -0.741321 0.716076 -0.744944 0.716904 130.520813 0.095725
0.000005 0.000005 -0.745644 0.711699 -0.749319 0.712349 130.858109 0.095725
0.000005 0.000005 -0.749940 0.707297 -0.753660 0.707766 131.195404 0.095724
0.000005 0.000005 -0.754209 0.702870 -0.757965 0.703157 131.532700 0.095723
0.000005 0.000005 -0.758451 0.698417 -0.762234 0.698523 131.869995 0.095723
0.000005 0.000005 -0.762666 0.693939 -0.766468 0.693863 132.207291 0.095722
0.000005 0.000005 -0.766854 0.689435 -0.770667 0.689179 132.544586 0.095721
0.000005 0.000005 -0.771015 0.684908 -0.774830 0.684470 132.881882 0.095720
0.000005 0.000005 -0.775147 0.680355 -0.778958 0.679738 133.219177 0.095720
0.000005 0.000006 -0.779252 0.675778 -0.783050 0.674982 133.556473 0.095719
0.000005 0.000006 -0.783329 0.671177 -0.787106 0.670204 133.893768 0.095718
0.000005 0.000006 -0.787378 0.666551 -0.791126 0.665405 134.231064 0.095718
0.000005 0.000006 -0.791399 0.661902 -0.795111 0.660583 134.568359 0.095717
0.000005 0.000006 -0.795392 0.657228 -0.799061 0.655740 134.905655 0.095716
0.000005 0.000006 -0.799356 0.652531 -0.802975 0.650877 135.242950 0.095715
0.000005 0.000006 -0.803292 0.647811 -0.806853 0.645994 135.580246 0.095715
0.000005 0.000006 -0.807199 0.643067 -0.810696 0.641091 135.917542 0.095714
0.000006 0.000006 -0.811077 0.638300 -0.814504 0.636168 136.254837 0.095713
0.000006 0.000006 -0.814926 0.633511 -0.818276 0.631227 136.592133 0.095713
0.000006 0.000006 -0.818746 0.628698 -0.822013 0.626267 136.929428 0.095712
0.000006 0.000006 -0.822537 0.623863 -0.825715 0.621288 137.266724 0.095711
0.000006 0.000006 -0.826298 0.619005 -0.829382 0.616292 137.604019 0.095710
0.000006 0.000006 -0.830030 0.614125 -0.833015 0.611279 137.941315 0.095710
0.000006 0.000006 -0.833732 0.609223 -0.836612 0.606248 138.278610 0.095709
0.000006 0.000006 -0.837405 0.604299 -0.840174 0.601201 138.615906 0.095708
0.000006 0.000006 -0.841047 0.599354 -0.843702 0.596137 138.953201 0.095708
0.000006 0.000006 -0.844660 0.594386 -0.847196 0.591057 139.290497 0.095707
0.000006 0.000006 -0.848242 0.589398 -0.850655 0.585962 139.627792 0.095706
0.000006 0.000006 -0.851794 0.584388 -0.854080 0.580851 139.965088 0.095705
0.000006 0.000006 -0.855316 0.579358 -0.857470 0.575724 140.302383 0.095705
0.000006 0.000006 -0.858807 0.574306 -0.860827 0.570583 140.639679 0.095704
0.000006 0.000006 -0.862268 0.569234 -0.864149 0.565427 140.976974 0.095703
0.000006 0.000006 -0.865697 0.564141 -0.867438 0.560256 141.314270 0.095703
0.000006 0.000006 -0.869096 0.559028 -0.870693 0.555072 141.651566 0.095702
0.000006 0.000006 -0.872464 0.553895 -0.873914 0.549873 141.988861 0.095701
0.000006 0.000006 -0.875801 0.548743 -0.877102 0.544661 142.326157 0.095700
0.000006 0.000006 -0.879107 0.543570 -0.880256 0.539436 142.663452 0.095700
0.000006 0.000006 -0.882381 0.538378 -0.883377 0.534197 143.000748 0.095699
0.000006 0.000006 -0.885623 0.533167 -0.886465 0.528946 143.338043 0.095698
0.000006 0.000007 -0.888835 0.527936 -0.889520 0.523681 143.675339 0.095698
0.000006 0.000007 -0.892014 0.522687 -0.892542 0.518404 144.012634 0.095697
0.000006 0.000007 -0.895162 0.517418 -0.895531 0.513115 144.349930 0.095696
0.000006 0.000007 -0.898278 0.512132 -0.898488 0.507814 144.687225 0.095695
0.000006 0.000007 -0.901362 0.506827 -0.901412 0.502501 145.024521 0.095695
0.000006 0.000007 -0.904413 0.501503 -0.904303 0.497176 145.361816 0.095694
0.000006 0.000007 -0.907433 0.496162 -0.907162 0.491840 145.699112 0.095693
0.000006 0.000007 -0.910420 0.490803 -0.909989 0.486492 146.036407 0.095693
0.000006 0.000007 -0.913375 0.485426 -0.912784 0.481133 146.373703 0.095692
0.000006 0.000007 -0.916297 0.480032 -0.915548 0.475763 146.710999 0.095691
0.000006 0.000007 -0.919186 0.474621 -0.918279 0.470382 147.048294 0.095690
0.000006 0.000007 -0.922043 0.469193 -0.920979 0.464990 147.385590 0.095690
0.000006 0.000007 -0.924867 0.463747 -0.923647 0.459588 147.722885 0.095689
0.000006 0.000007 -0.927658 0.458286 -0.926283 0.454175 148.060181 0.095688
0.000006 0.000007 -0.930416 0.452808 -0.928889 0.448752 148.397476 0.095688
0.000006 0.000007 -0.933141 0.447313 -0.931463 0.443319 148.734772 0.095687
0.000006 0.000007 -0.935833 0.441803 -0.934006 0.437875 149.072067 0.095686
0.000006 0.000007 -0.938491 0.436277 -0.936519 0.432422 149.409363 0.095685
0.000006 0.000007 -0.941116 0.430735 -0.939000 0.426958 149.746658 0.095685
0.000006 0.000007 -0.943708 0.425178 -0.941451 0.421485 150.083954 0.095684
0.000006 0.000007 -0.946266 0.419605 -0.943872 0.416002 150.421249 0.095683
0.000006 0.000007 -0.948790 0.414018 -0.946262 0.410509 150.758545 0.095683
0.000006 0.000007 -0.951281 0.408415 -0.948621 0.405007 151.095840 0.095682
0.000006 0.000007 -0.953738 0.402799 -0.950951 0.399495 151.433136 0.095681
0.000006 0.000007 -0.956160 0.397167 -0.953250 0.393974 151.770432 0.095680
0.000006 0.000007 -0.958549 0.391522 -0.955519 0.388443 152.107727 0.095680
0.000006 0.000007 -0.960904 0.385862 -0.957759 0.382903 152.445023 0.095679
0.000006 0.000007 -0.963225 0.380189 -0.959969 0.377353 152.782318 0.095678
0.000006 0.000008 -0.965511 0.374502 -0.962148 0.371794 153.119614 0.095677
0.000006 0.000008 -0.967763 0.368802 -0.964299 0.366225 153.456909 0.095677
0.000006 0.000008 -0.969981 0.363089 -0.966420 0.360648 153.794205 0.095676
0.000006 0.000008 -0.972164 0.357362 -0.968511 0.355060 154.131500 0.095675
0.000006 0.000008 -0.974312 0.351623 -0.970573 0.349464 154.468796 0.095675
0.000006 0.000008 -0.976426 0.345872 -0.972605 0.343858 154.806091 0.095674
0.000006 0.000008 -0.978506 0.340108 -0.974609 0.338243 155.143387 0.095673
0.000006 0.000008 -0.980550 0.334332 -0.976582 0.332618 155.480682 0.095672
0.000006 0.000008 -0.982560 0.328544 -0.978527 0.326984 155.817978 0.095672
0.000006 0.000008 -0.984535 0.322744 -0.980443 0.321340 156.155273 0.095671
0.000006 0.000008 -0.986475 0.316933 -0.982329 0.315687 156.492569 0.095670
0.000006 0.000008 -0.988379 0.311110 -0.984186 0.310025 156.829865 0.095670
0.000006 0.000008 -0.990249 0.305277 -0.986014 0.304352 157.167160 0.095669
0.000006 0.000008 -0.992084 0.299432 -0.987812 0.298671 157.504456 0.095668
0.000006 0.000008 -0.993883 0.293577 -0.989582 0.292979 157.841751 0.095667
0.000006 0.000008 -0.995647 0.287712 -0.991322 0.287279 158.179047 0.095667
0.000006 0.000008 -0.997376 0.281836 -0.993033 0.281568 158.516342 0.095666
0.000006 0.000008 -0.999070 0.275950 -0.994714 0.275848 158.853638 0.095665
0.000006 0.000008 -1.000728 0.270054 -0.996366 0.270118 159.190933 0.095665
0.000006 0.000008 -1.002350 0.264149 -0.997989 0.264378 159.528229 0.095664
0.000006 0.000008 -1.003937 0.258235 -0.999582 0.258628 159.865524 0.095663
0.000006 0.000008 -1.005489 0.252311 -1.001145 0.252869 160.202820 0.095662
0.000006 0.000008 -1.007004 0.246378 -1.002679 0.247100 160.540115 0.095662
0.000006 0.000008 -1.008485 0.240437 -1.004183 0.241321 160.877411 0.095661
0.000006 0.000008 -1.009929 0.234487 -1.005657 0.235532 161.214706 0.095660
0.000006 0.000008 -1.011338 0.228528 -1.007101 0.229733 161.552002 0.095660
0.000006 0.000008 -1.012710 0.222562 -1.008515 0.223924 161.889297 0.095659
0.000006 0.000009 -1.014047 0.216588 -1.009899 0.218106 162.226593 0.095658
0.000006 0.000009 -1.015348 0.210606 -1.011252 0.212277 162.563889 0.095657
0.000006 0.000009 -1.016613 0.204616 -1.012575 0.206439 162.901184 0.095657
0.000006 0.000009 -1.017842 0.198620 -1.013867 0.200590 163.238480 0.095656
0.000006 0.000009 -1.019035 0.192616 -1.015128 0.194732 163.575775 0.095655
0.000006 0.000009 -1.020192 0.186606 -1.016359 0.188865 163.913071 0.095655
0.000006 0.000009 -1.021312 0.180589 -1.017558 0.182987 164.250366 0.095654
0.000006 0.000009 -1.022397 0.174565 -1.018726 0.177100 164.587662 0.095653
0.000006 0.000009 -1.023445 0.168536 -1.019863 0.171202 164.924957 0.095652
0.000006 0.000009 -1.024457 0.162500 -1.020968 0.165296 165.262253 0.095652
0.000006 0.000009 -1.025433 0.156459 -1.022041 0.159379 165.599548 0.095651
0.000006 0.000009 -1.026373 0.150412 -1.023082 0.153453 165.936844 0.095650
0.000006 0.000009 -1.027277 0.144360 -1.024092 0.147518 166.274139 0.095650
0.000006 0.000009 -1.028144 0.138303 -1.025069 0.141573 166.611435 0.095649
0.000006 0.000009 -1.028974 0.132241 -1.026014 0.135619 166.948730 0.095648
0.000006 0.000009 -1.029769 0.126174 -1.026926 0.129656 167.286026 0.095647
0.000006 0.000009 -1.030527 0.120103 -1.027805 0.123683 167.623322 0.095647
0.000006 0.000009 -1.031248 0.114028 -1.028652 0.117702 167.960617 0.095646
0.000006 0.000009 -1.031933 0.107949 -1.029465 0.111711 168.297913 0.095645
0.000006 0.000009 -1.032582 0.101865 -1.030245 0.105712 168.635208 0.095645
0.000006 0.000009 -1.033194 0.095779 -1.030991 0.099704 168.972504 0.095644
0.000006 0.000009 -1.033770 0.089689 -1.031704 0.093687 169.309799 0.095643
0.000006 0.000009 -1.034309 0.083596 -1.032383 0.087661 169.647095 0.095642
0.000006 0.000009 -1.034812 0.077500 -1.033028 0.081628 169.984390 0.095642
0.000006 0.000009 -1.035278 0.071401 -1.033639 0.075586 170.321686 0.095641
0.000006 0.000009 -1.035707 0.065299 -1.034215 0.069535 170.658981 0.095640
0.000006 0.000010 -1.036101 0.059196 -1.034757 0.063477 170.996277 0.095640
0.000006 0.000010 -1.036457 0.053090 -1.035264 0.057411 171.333572 0.095639
0.000006 0.000010 -1.036777 0.046983 -1.035735 0.051337 171.670868 0.095638
0.000006 0.000010 -1.037060 0.040874 -1.036172 0.045256 172.008163 0.095637
0.000006 0.000010 -1.037307 0.034763 -1.036573 0.039167 172.345459 0.095637
0.000006 0.000010 -1.037517 0.028652 -1.036939 0.033071 172.682755 0.095636
0.000006 0.000010 -1.037691 0.022539 -1.037268 0.026967 173.020050 0.095635
0.000006 0.000010 -1.037828 0.016426 -1.037562 0.020857 173.357346 0.095635
0.000006 0.000010 -1.037928 0.010312 -1.037820 0.014740 173.694641 0.095634
0.000006 0.000010 -1.037992 0.004198 -1.038041 0.008617 174.031937 0.095633
0.000006 0.000010 -1.038019 -0.001917 -1.038225 0.002487 174.369232 0.095632
0.000006 0.000010 -1.038010 -0.008031 -1.038373 -0.003649 174.706528 0.095632
0.000006 0.000010 -1.037964 -0.014145 -1.038484 -0.009791 175.043823 0.095631
0.000006 0.000010 -1.037881 -0.020258 -1.038557 -0.015939 175.381119 0.095630
0.000006 0.000010 -1.037762 -0.026371 -1.038593 -0.022093 175.718414 0.095630
0.000006 0.000010 -1.037607 -0.032483 -1.038592 -0.028252 176.055710 0.095629
0.000006 0.000010 -1.037415 -0.038593 -1.038552 -0.034416 176.393005 0.095628
0.000006 0.000010 -1.037186 -0.044702 -1.038474 -0.040585 176.730301 0.095627
0.000006 0.000010 -1.036921 -0.050810 -1.038358 -0.046758 177.067596 0.095627
0.000006 0.000010 -1.036619 -0.056915 -1.038204 -0.052937 177.404892 0.095626
0.000006 0.000010 -1.036281 -0.063019 -1.038011 -0.059119 177.742188 0.095625
0.000006 0.000010 -1.035906 -0.069120 -1.037778 -0.065305 178.079483 0.095625
0.000006 0.000010 -1.035495 -0.075219 -1.037507 -0.071495 178.416779 0.095624
0.000006 0.000010 -1.035047 -0.081315 -1.037196 -0.077688 178.754074 0.095623
0.000006 0.000010 -1.034563 -0.087409 -1.036845 -0.083884 179.091370 0.095622
0.000006 0.000010 -1.034043 -0.093499 -1.036454 -0.090083 179.428665 0.095622
0.000006 0.000010 -1.033486 -0.099586 -1.036023 -0.096285 179.765961 0.095621
0.000006 0.000011 -1.032893 -0.105669 -1.035552 -0.102488 180.103256 0.095620
0.000006 0.000011 -1.032264 -0.111748 -1.035040 -0.108694 180.440552 0.095620
0.000006 0.000011 -1.031598 -0.117824 -1.034488 -0.114900 180.777847 0.095619
0.000006 0.000011 -1.030896 -0.123895 -1.033894 -0.121108 181.115143 0.095618
0.000006 0.000011 -1.030158 -0.129962 -1.033259 -0.127316 181.452438 0.095617
0.000006 0.000011 -1.029383 -0.136025 -1.032583 -0.133525 181.789734 0.095617
0.000006 0.000011 -1.028572 -0.142082 -1.031865 -0.139734 182.127029 0.095616
0.000006 0.000011 -1.027726 -0.148135 -1.031105 -0.145941 182.464325 0.095615
0.000006 0.000011 -1.026843 -0.154182 -1.030303 -0.152148 182.801620 0.095615
0.000006 0.000011 -1.025924 -0.160224 -1.029458 -0.158353 183.138916 0.095614
0.000006 0.000011 -1.024969 -0.166261 -1.028572 -0.164557 183.476212 0.095613
0.000006 0.000011 -1.023977 -0.172291 -1.027642 -0.170758 183.813507 0.095612
0.000006 0.000011 -1.022950 -0.178315 -1.026670 -0.176955 184.150803 0.095612
0.000006 0.000011 -1.021887 -0.184333 -1.025655 -0.183150 184.488098 0.095611
0.000006 0.000011 -1.020788 -0.190345 -1.024597 -0.189340 184.825394 0.095610
0.000006 0.000011 -1.019654 -0.196350 -1.023496 -0.195526 185.162689 0.095610
0.000006 0.000011 -1.018483 -0.202348 -1.022352 -0.201707 185.499985 0.095609
0.000006 0.000011 -1.017277 -0.208339 -1.021165 -0.207882 185.837280 0.095608
0.000006 0.000011 -1.016035 -0.214322 -1.019934 -0.214050 186.174576 0.095607
0.000006 0.000011 -1.014757 -0.220298 -1.018661 -0.220212 186.511871 0.095607
0.000006 0.000011 -1.013444 -0.226267 -1.017344 -0.226367 186.849167 0.095606
0.000006 0.000011 -1.012095 -0.232227 -1.015983 -0.232513 187.186462 0.095605
0.000006 0.000011 -1.010710 -0.238180 -1.014580 -0.238651 187.523758 0.095605
0.000006 0.000011 -1.009290 -0.244123 -1.013133 -0.244780 187.861053 0.095604
0.000006 0.000011 -1.007835 -0.250059 -1.011644 -0.250899 188.198349 0.095603
0.000006 0.000011 -1.006344 -0.255985 -1.010112 -0.257008 188.535645 0.095602
0.000006 0.000012 -1.004818 -0.261903 -1.008537 -0.263106 188.872940 0.095602
0.000006 0.000012 -1.003256 -0.267812 -1.006919 -0.269192 189.210236 0.095601
0.000006 0.000012 -1.001660 -0.273711 -1.005259 -0.275267 189.547531 0.095600
0.000006 0.000012 -1.000028 -0.279600 -1.003557 -0.281329 189.884827 0.095600
0.000006 0.000012 -0.998361 -0.285480 -1.001814 -0.287377 190.222122 0.095599
0.000006 0.000012 -0.996659 -0.291350 -1.000028 -0.293413 190.559418 0.095598
0.000006 0.000012 -0.994921 -0.297210 -0.998202 -0.299434 190.896713 0.095597
0.000006 0.000012 -0.993149 -0.303059 -0.996334 -0.305440 191.234009 0.095597
0.000006 0.000012 -0.991342 -0.308898 -0.994425 -0.311432 191.571304 0.095596
0.000006 0.000012 -0.989500 -0.314726 -0.992476 -0.317408 191.908600 0.095595
0.000006 0.000012 -0.987624 -0.320543 -0.990487 -0.323368 192.245895 0.095595
0.000006 0.000012 -0.985712 -0.326348 -0.988458 -0.329312 192.583191 0.095594
0.000006 0.000012 -0.983766 -0.332143 -0.986390 -0.335239 192.920486 0.095593
0.000006 0.000012 -0.981786 -0.337926 -0.984283 -0.341148 193.257782 0.095592
0.000006 0.000012 -0.979771 -0.343697 -0.982137 -0.347041 193.595078 0.095592
0.000006 0.000012 -0.977721 -0.349456 -0.979952 -0.352915 193.932373 0.095591
0.000006 0.000012 -0.975637 -0.355202 -0.977729 -0.358772 194.269669 0.095590
0.000006 0.000012 -0.973519 -0.360937 -0.975469 -0.364610 194.606964 0.095590
0.000006 0.000012 -0.971366 -0.366659 -0.973172 -0.370429 194.944260 0.095589
0.000006 0.000012 -0.969179 -0.372368 -0.970837 -0.376230 195.281555 0.095588
0.000006 0.000012 -0.966958 -0.378063 -0.968466 -0.382011 195.618851 0.095587
0.000006 0.000012 -0.964703 -0.383746 -0.966059 -0.387772 195.956146 0.095587
0.000006 0.000012 -0.962414 -0.389416 -0.963615 -0.393514 196.293442 0.095586
0.000006 0.000012 -0.960092 -0.395071 -0.961136 -0.399236 196.630737 0.095585
0.000006 0.000012 -0.957735 -0.400713 -0.958622 -0.404938 196.968033 0.095585
0.000006 0.000012 -0.955345 -0.406341 -0.956073 -0.410619 197.305328 0.095584
0.000006 0.000012 -0.952921 -0.411955 -0.953490 -0.416280 197.642624 0.095583
0.000006 0.000013 -0.950463 -0.417554 -0.950872 -0.421920 197.979919 0.095582
0.000006 0.000013 -0.947972 -0.423139 -0.948220 -0.427539 198.317215 0.095582
0.000006 0.000013 -0.945448 -0.428709 -0.945535 -0.433137 198.654510 0.095581
0.000006 0.000013 -0.942890 -0.434264 -0.942816 -0.438714 198.991806 0.095580
0.000006 0.000013 -0.940299 -0.439803 -0.940065 -0.444270 199.329102 0.095580
0.000006 0.000013 -0.937674 -0.445328 -0.937280 -0.449804 199.666397 0.095579
0.000006 0.000013 -0.935017 -0.450836 -0.934464 -0.455317 200.003693 0.095578
0.000006 0.000013 -0.932327 -0.456329 -0.931615 -0.460808 200.340988 0.095577
0.000006 0.000013 -0.929604 -0.461806 -0.928734 -0.466277 200.678284 0.095577
0.000006 0.000013 -0.926848 -0.467267 -0.925822 -0.471724 201.015579 0.095576
0.000006 0.000013 -0.924059 -0.472712 -0.922878 -0.477149 201.352875 0.095575
0.000006 0.000013 -0.921238 -0.478139 -0.919904 -0.482552 201.690170 0.095574
0.000006 0.000013 -0.918384 -0.483551 -0.916898 -0.487932 202.027466 0.095574
0.000006 0.000013 -0.915498 -0.488945 -0.913862 -0.493291 202.364761 0.095573
0.000006 0.000013 -0.912579 -0.494322 -0.910796 -0.498626 202.702057 0.095572
0.000006 0.000013 -0.909629 -0.499681 -0.907700 -0.503939 203.039352 0.095572
0.000006 0.000013 -0.906646 -0.505023 -0.904574 -0.509230 203.376648 0.095571
0.000006 0.000013 -0.903631 -0.510348 -0.901418 -0.514498 203.713943 0.095570
0.000006 0.000013 -0.900584 -0.515654 -0.898233 -0.519742 204.051239 0.095569
0.000006 0.000013 -0.897506 -0.520943 -0.895019 -0.524964 204.388535 0.095569
0.000006 0.000013 -0.894395 -0.526213 -0.891776 -0.530163 204.725830 0.095568
0.000006 0.000013 -0.891253 -0.531465 -0.888505 -0.535339 205.063126 0.095567
0.000006 0.000013 -0.888080 -0.536698 -0.885205 -0.540492 205.400421 0.095567
0.000006 0.000013 -0.884875 -0.541912 -0.881877 -0.545621 205.737717 0.095566
0.000006 0.000013 -0.881639 -0.547107 -0.878522 -0.550727 206.075012 0.095565
0.000006 0.000013 -0.878372 -0.552283 -0.875138 -0.555810 206.412308 0.095564
0.000006 0.000013 -0.875074 -0.557439 -0.871727 -0.560869 206.749603 0.095564
0.000006 0.000013 -0.871745 -0.562576 -0.868289 -0.565904 207.086899 0.095563
0.000006 0.000013 -0.868384 -0.567693 -0.864823 -0.570916 207.424194 0.095562
0.000006 0.000014 -0.864994 -0.572790 -0.861331 -0.575905 207.761490 0.095562
0.000006 0.000014 -0.861572 -0.577867 -0.857812 -0.580870 208.098785 0.095561
0.000006 0.000014 -0.858120 -0.582924 -0.854266 -0.585811 208.436081 0.095560
0.000006 0.000014 -0.854638 -0.587960 -0.850695 -0.590728 208.773376 0.095559
0.000006 0.000014 -0.851126 -0.592975 -0.847097 -0.595621 209.110672 0.095559
0.000006 0.000014 -0.847583 -0.597970 -0.843474 -0.600490 209.447968 0.095558
0.000006 0.000014 -0.844010 -0.602943 -0.839824 -0.605335 209.785263 0.095557
0.000006 0.000014 -0.840408 -0.607895 -0.836150 -0.610157 210.122559 0.095557
0.000006 0.000014 -0.836775 -0.612826 -0.832450 -0.614954 210.459854 0.095556
0.000006 0.000014 -0.833113 -0.617735 -0.828725 -0.619727 210.797150 0.095555
0.000006 0.000014 -0.829422 -0.622623 -0.824975 -0.624476 211.134445 0.095554
0.000006 0.000014 -0.825701 -0.627488 -0.821201 -0.629201 211.471741 0.095554
0.000006 0.000014 -0.821951 -0.632332 -0.817402 -0.633901 211.809036 0.095553
0.000006 0.000014 -0.818172 -0.637153 -0.813578 -0.638577 212.146332 0.095552
0.000006 0.000014 -0.814364 -0.641951 -0.809731 -0.643229 212.483627 0.095552
0.000006 0.000014 -0.810527 -0.646727 -0.805860 -0.647857 212.820923 0.095551
0.000005 0.000014 -0.806661 -0.651480 -0.801964 -0.652461 213.158218 0.095550
0.000005 0.000014 -0.802766 -0.656210 -0.798046 -0.657040 213.495514 0.095549
0.000005 0.000014 -0.798843 -0.660917 -0.794103 -0.661595 213.832809 0.095549
0.000005 0.000014 -0.794892 -0.665601 -0.790138 -0.666125 214.170105 0.095548
0.000005 0.000014 -0.790913 -0.670261 -0.786149 -0.670631 214.507401 0.095547
0.000005 0.000014 -0.786905 -0.674898 -0.782138 -0.675113 214.844696 0.095547
0.000005 0.000014 -0.782870 -0.679510 -0.778104 -0.679570 215.181992 0.095546
0.000005 0.000014 -0.778806 -0.684099 -0.774047 -0.684003 215.519287 0.095545
0.000005 0.000014 -0.774715 -0.688663 -0.769967 -0.688412 215.856583 0.095544
0.000005 0.000014 -0.770597 -0.693203 -0.765866 -0.692796 216.193878 0.095544
0.000005 0.000014 -0.766451 -0.697719 -0.761742 -0.697156 216.531174 0.095543
0.000005 0.000014 -0.762278 -0.702209 -0.757596 -0.701492 216.868469 0.095542
0.000005 0.000014 -0.758078 -0.706675 -0.753428 -0.705803 217.205765 0.095542
0.000005 0.000015 -0.753851 -0.711116 -0.749238 -0.710090 217.543060 0.095541
0.000005 0.000015 -0.749597 -0.715532 -0.745026 -0.714353 217.880356 0.095540
0.000005 0.000015 -0.745317 -0.719923 -0.740793 -0.718591 218.217651 0.095539
0.000005 0.000015 -0.741010 -0.724288 -0.736539 -0.722805 218.554947 0.095539
0.000005 0.000015 -0.736677 -0.728627 -0.732263 -0.726995 218.892242 0.095538
0.000005 0.000015 -0.732317 -0.732941 -0.727966 -0.731161 219.229538 0.095537
0.000005 0.000015 -0.727932 -0.737228 -0.723647 -0.735302 219.566833 0.095537
0.000005 0.000015 -0.723520 -0.741489 -0.719308 -0.739419 219.904129 0.095536
0.000005 0.000015 -0.719083 -0.745725 -0.714947 -0.743512 220.241425 0.095535
0.000005 0.000015 -0.714620 -0.749933 -0.710566 -0.747581 220.578720 0.095534
0.000005 0.000015 -0.710132 -0.754115 -0.706164 -0.751626 220.916016 0.095534
0.000005 0.000015 -0.705619 -0.758271 -0.701740 -0.755646 221.253311 0.095533
0.000005 0.000015 -0.701080 -0.762399 -0.697297 -0.759643 221.590607 0.095532
0.000005 0.000015 -0.696517 -0.766500 -0.692832 -0.763615 221.927902 0.095532
0.000005 0.000015 -0.691929 -0.770574 -0.688347 -0.767563 222.265198 0.095531
0.000005 0.000015 -0.687316 -0.774621 -0.683841 -0.771487 222.602493 0.095530
0.000005 0.000015 -0.682678 -0.778640 -0.679314 -0.775387 222.939789 0.095529
0.000005 0.000015 -0.678017 -0.782632 -0.674767 -0.779263 223.277084 0.095529
0.000005 0.000015 -0.673331 -0.786596 -0.670200 -0.783114 223.614380 0.095528
0.000005 0.000015 -0.668621 -0.790532 -0.665612 -0.786942 223.951675 0.095527
0.000005 0.000015 -0.663888 -0.794439 -0.661003 -0.790745 224.288971 0.095527
0.000005 0.000015 -0.659130 -0.798319 -0.656374 -0.794524 224.626266 0.095526
0.000005 0.000015 -0.654350 -0.802170 -0.651724 -0.798279 224.963562 0.095525
0.000005 0.000015 -0.649545 -0.805992 -0.647054 -0.802009 225.300858 0.095524
0.000005 0.000015 -0.644718 -0.809786 -0.642364 -0.805716 225.638153 0.095524
0.000005 0.000015 -0.639868 -0.813551 -0.637653 -0.809397 225.975449 0.095523
